Unique ID,Email,Date Taken (America/New_York),Time Taken (America/New_York),Browser,OS,City,Country,Referrer,Time Spent,Q1 - Which Title Best Fits your Current Role?,Q2 - Did you switch careers into Data?,Q3 - Current Yearly Salary (in USD),Q4 - What Industry do you work in?,Q5 - Favorite Programming Language,Q6 - How Happy are you in your Current Position with the following? (Salary),Q6 - How Happy are you in your Current Position with the following? (Work/Life Balance),Q6 - How Happy are you in your Current Position with the following? (Coworkers),Q6 - How Happy are you in your Current Position with the following? (Management),Q6 - How Happy are you in your Current Position with the following? (Upward Mobility),Q6 - How Happy are you in your Current Position with the following? (Learning New Things),Q7 - How difficult was it for you to break into Data?,"Q8 - If you were to look for a new job today, what would be the most important thing to you?",Q9 - Male/Female?,Q10 - Current Age,Q11 - Which Country do you live in?,Q12 - Highest Level of Education,Q13 - Ethnicity
62a39a340f8c8599d5afc6ce,anonymous,6/10/2022,9:45,,,,,,0:02:31,Data Analyst,No,0-40k,Other (Please Specify):Research (non-clincial),Python,6.0,0.0,5.0,10.0,,6.0,Easy,Other (Please Specify):In office work,Male,38,Other (Please Specify):Iraq,Masters,White or Caucasian
62a48612d8c00e9f541b86b8,anonymous,6/12/2022,10:40,,,,,,0:01:27,Data Analyst,Yes,0-40k,Other (Please Specify):sports,Python,10.0,9.0,2.0,6.0,0.0,10.0,Difficult,Good Culture,Male,31,India,Masters,Black or African American
62a34e00f8f7561645854954,anonymous,6/10/2022,9:45,,,,,,0:02:31,Data Analyst,Yes,0-40k,Finance,Python,8.0,9.0,1.0,7.0,0.0,7.0,Neither easy nor difficult,Better Salary,Male,21,India,Masters,White or Caucasian
62a38a97cf25554317309af2,anonymous,6/10/2022,8:57,,,,,,0:01:30,Data Analyst,Yes,0-40k,Tech,Python,1.0,10.0,6.0,0.0,9.0,0.0,Difficult,Better Salary,Male,28,United States,Masters,White or Caucasian
62a33d5c0f8c8599d5af107c,anonymous,6/10/2022,9:45,,,,,,0:02:31,Data Analyst,Yes,0-40k,Tech,Python,2.0,6.0,,10.0,5.0,10.0,Very Easy,Better Salary,Male,30,India,,White or Caucasian
62a3906224a262602738c58a,anonymous,6/10/2022,11:53,,,,,,0:03:55,Data Analyst,No,41k-65k,Education,Other:SQL,1.0,3.0,8.0,1.0,8.0,7.0,Neither easy nor difficult,Good Work/Life Balance,Male,24,United States,,White or Caucasian
62a33c8624a26260273822f9,anonymous,6/11/2022,9:45,,,,,,0:01:29,Data Analyst,Yes,86k-105k,Agriculture,Other:SQL,6.0,0.0,5.0,10.0,9.0,1.0,Very Difficult,Better Salary,Male,21,United States,Masters,Other (Please Specify):Indian
62a38a97cf25554317309af2,anonymous,6/11/2022,9:44,,,,,,0:02:47,Data Analyst,Yes,0-40k,Other (Please Specify):Police / Emergency Services,Python,1.0,10.0,,5.0,6.0,0.0,Neither easy nor difficult,Better Salary,Male,32,India,Masters,Asian or Asian American
62a3907cbae91e4b8b838917,anonymous,6/10/2022,9:45,,,,,,0:02:31,"Other (Please Specify):Manager, Business Intelligence Develop",No,41k-65k,Finance,Python,0.0,6.0,6.0,5.0,,3.0,Difficult,Good Work/Life Balance,Male,21,Other (Please Specify):TUNISIA,Masters,Other (Please Specify):Sudanese African 
62a34f3bf408bae018ed5e42,anonymous,6/10/2022,9:45,,,,,,0:03:55,Data Analyst,No,0-40k,Finance,Python,6.0,3.0,9.0,6.0,1.0,1.0,Difficult,Better Salary,Male,31,Other (Please Specify):South Africa,Associates,Asian or Asian American
62a3906224a262602738c58a,anonymous,6/10/2022,9:45,,,,,,0:01:29,Data Analyst,No,66k-85k,Finance,Python,4.0,0.0,1.0,10.0,9.0,0.0,Difficult,Better Salary,Female,57,United States,Masters,Black or African American
62a39a340f8c8599d5afc6ce,anonymous,6/10/2022,9:45,,,,,,0:02:31,Data Analyst,No,106k-125k,Finance,Python,9.0,0.0,10.0,5.0,4.0,8.0,Difficult,Good Work/Life Balance,Male,24,Other (Please Specify):Algeria,Masters,White or Caucasian
62a39a340f8c8599d5afc6ce,anonymous,6/13/2022,10:52,,,,,,0:00:56,Data Analyst,Yes,86k-105k,Other (Please Specify),Python,10.0,6.0,10.0,9.0,1.0,0.0,Difficult,Better Salary,Male,42,United States,Masters,White or Caucasian
62a39a340f8c8599d5afc6ce,anonymous,6/10/2022,9:17,,,,,,0:01:24,Data Analyst,No,66k-85k,Healthcare,JavaScript,2.0,6.0,5.0,6.0,5.0,10.0,Neither easy nor difficult,Remote Work,Female,27,India,Masters,White or Caucasian
62a40726575fa3a5ae89d990,anonymous,6/14/2022,11:53,,,,,,0:01:27,Data Analyst,No,66k-85k,Education,Python,,10.0,9.0,2.0,3.0,5.0,Difficult,Good Culture,Male,28,India,Masters,Other (Please Specify):Malay
62a353f07dc029e2d66c1783,anonymous,6/11/2022,9:26,,,,,,0:03:55,Data Analyst,Yes,66k-85k,Other (Please Specify):Retails,Python,,7.0,10.0,3.0,7.0,6.0,Difficult,Remote Work,Male,40,Other (Please Specify):Australia,Masters,White or Caucasian
62a38a97cf25554317309af2,anonymous,6/10/2022,9:45,,,,,,0:02:31,Data Analyst,Yes,0-40k,Healthcare,Other:SQL,4.0,10.0,,9.0,,5.0,Difficult,Remote Work,Male,18,Other (Please Specify):Australia,,Asian or Asian American
62a38a97cf25554317309af2,anonymous,6/10/2022,9:45,,,,,,0:02:45,Data Analyst,No,0-40k,Healthcare,Python,10.0,10.0,0.0,10.0,,7.0,Difficult,Good Work/Life Balance,Male,42,Canada,Masters,Other (Please Specify):Asian
62a38a97cf25554317309af2,anonymous,6/10/2022,9:45,,,,,,0:01:30,Data Analyst,Yes,0-40k,Tech,Other:None at the moment,10.0,10.0,1.0,10.0,0.0,1.0,Neither easy nor difficult,Better Salary,Male,24,United Kingdom,Bachelors,Asian or Asian American
62a3906224a262602738c58a,anonymous,6/10/2022,9:45,,,,,,0:02:31,Data Analyst,Yes,0-40k,Finance,Python,10.0,9.0,4.0,4.0,,0.0,Easy,Better Salary,Male,28,Other (Please Specify):Sri lanka,Bachelors,White or Caucasian
62a33de124a26260273826b2,anonymous,6/10/2022,11:54,,,,,,0:03:55,Data Analyst,Yes,66k-85k,Finance,Python,1.0,10.0,10.0,9.0,8.0,3.0,Neither easy nor difficult,Remote Work,Male,34,United States,Masters,White or Caucasian
62a39a340f8c8599d5afc6ce,anonymous,6/10/2022,9:49,,,,,,0:02:31,Data Analyst,No,41k-65k,Other (Please Specify):Advertising,Python,7.0,10.0,8.0,10.0,0.0,5.0,Neither easy nor difficult,Good Culture,Male,35,India,Masters,Asian or Asian American
62a3906224a262602738c58a,anonymous,6/10/2022,11:54,,,,,,0:01:30,Data Engineer,Yes,0-40k,Finance,Python,10.0,7.0,,1.0,10.0,0.0,Difficult,Other (Please Specify):Both Good work / life Balance and Good Culture,Male,34,United States,Masters,Asian or Asian American
62a39a340f8c8599d5afc6ce,anonymous,6/12/2022,9:26,,,,,,0:00:47,Data Analyst,No,66k-85k,Other (Please Specify):Retail,R,10.0,9.0,,6.0,8.0,10.0,Neither easy nor difficult,Better Salary,Male,42,Other (Please Specify):Egypt,Masters,Black or African American
62a33c8624a26260273822f9,anonymous,6/10/2022,9:45,,,,,,0:01:25,Data Scientist,Yes,0-40k,Education,Python,10.0,8.0,2.0,10.0,4.0,3.0,Difficult,Good Culture,Male,33,India,Bachelors,White or Caucasian
62a33de124a26260273826b2,anonymous,6/10/2022,9:45,,,,,,0:02:31,Data Analyst,Yes,41k-65k,Tech,Python,8.0,0.0,10.0,6.0,10.0,1.0,Neither easy nor difficult,Good Work/Life Balance,Female,43,United States,,White or Caucasian
62a49fe7b4da29969c64bbe1,anonymous,6/10/2022,9:45,,,,,,0:01:25,Data Engineer,No,106k-125k,Tech,Python,10.0,9.0,3.0,,1.0,0.0,Very Easy,Other (Please Specify):Mentorship from leading Data Analyst,Male,41,United States,Masters,American Indian or Alaska Native
62a39a340f8c8599d5afc6ce,anonymous,6/10/2022,9:45,,,,,,0:02:31,Data Analyst,Yes,86k-105k,Tech,Python,4.0,10.0,6.0,7.0,2.0,10.0,Very Easy,Better Salary,Male,34,United Kingdom,Bachelors,Black or African American
62a39a340f8c8599d5afc6ce,anonymous,6/10/2022,11:54,,,,,,0:01:27,Data Analyst,No,0-40k,Tech,Python,10.0,10.0,1.0,,6.0,1.0,Neither easy nor difficult,Better Salary,Female,42,United States,Masters,White or Caucasian
62a34f3bf408bae018ed5e42,anonymous,6/10/2022,11:54,,,,,,0:02:31,Data Analyst,Yes,0-40k,Tech,Python,0.0,10.0,3.0,10.0,10.0,10.0,Neither easy nor difficult,Better Salary,Male,18,United States,Masters,Other (Please Specify):Human
62a39a340f8c8599d5afc6ce,anonymous,6/10/2022,9:45,,,,,,0:01:25,Data Analyst,Yes,0-40k,Other (Please Specify),Other:Sql,0.0,10.0,6.0,2.0,,0.0,Very Difficult,Better Salary,Male,42,Other (Please Specify):South Africa,Masters,Other (Please Specify):Moroccan
62a48612d8c00e9f541b86b8,anonymous,6/15/2022,9:45,,,,,,0:02:31,Data Analyst,Yes,66k-85k,Finance,Other:SQL,3.0,7.0,2.0,9.0,3.0,0.0,Difficult,Better Salary,Female,22,Other (Please Specify):Venezuela,Bachelors,White or Caucasian
62a33c8624a26260273822f9,anonymous,6/13/2022,9:45,,,,,,0:02:31,Data Analyst,Yes,0-40k,Finance,Python,8.0,7.0,0.0,10.0,,8.0,Neither easy nor difficult,Good Work/Life Balance,Male,25,United States,,Asian or Asian American
62a3906224a262602738c58a,anonymous,6/11/2022,11:54,,,,,,0:02:31,Data Analyst,Yes,66k-85k,Other (Please Specify):Automotive,Python,1.0,10.0,4.0,0.0,9.0,2.0,Difficult,Better Salary,Male,38,Other (Please Specify):Egypt ,Masters,White or Caucasian
62a39a340f8c8599d5afc6ce,anonymous,6/11/2022,11:45,,,,,,0:01:30,Data Analyst,Yes,66k-85k,Finance,Other:SQL,7.0,10.0,10.0,0.0,10.0,6.0,Difficult,Good Culture,Male,43,United States,Masters,White or Caucasian
62a49fe7b4da29969c64bbe1,anonymous,6/14/2022,9:44,,,,,,0:01:27,Data Analyst,Yes,41k-65k,Finance,Python,,8.0,6.0,10.0,1.0,,Easy,Better Salary,Male,22,Canada,Masters,Asian or Asian American
62a353f07dc029e2d66c1783,anonymous,6/10/2022,11:53,,,,,,0:01:27,Data Analyst,Yes,41k-65k,Tech,Python,7.0,,7.0,9.0,6.0,10.0,Neither easy nor difficult,Remote Work,Male,30,Other (Please Specify):Costa Rica,High School,Asian or Asian American
62a3906224a262602738c58a,anonymous,6/17/2022,9:48,,,,,,0:02:31,Data Analyst,Yes,0-40k,Tech,R,10.0,7.0,0.0,,8.0,3.0,Difficult,Good Work/Life Balance,Male,33,Canada,Masters,Asian or Asian American
62a3976ecf2555431730af5e,anonymous,6/18/2022,9:45,,,,,,0:02:31,Data Analyst,Yes,41k-65k,Agriculture,Python,1.0,5.0,,,8.0,0.0,Difficult,Good Work/Life Balance,Male,25,Other (Please Specify):Sudan,Bachelors,White or Caucasian
62a47e812e54c9003e54d789,anonymous,6/11/2022,9:45,,,,,,0:02:31,Data Analyst,Yes,0-40k,Other (Please Specify):Marketing,Python,1.0,3.0,10.0,9.0,10.0,6.0,Neither easy nor difficult,Better Salary,Male,37,United States,Masters,White or Caucasian
62a34f3bf408bae018ed5e42,anonymous,6/10/2022,9:26,,,,,,0:02:47,Data Analyst,No,0-40k,Other (Please Specify):Marketing,Python,7.0,10.0,1.0,8.0,5.0,8.0,Neither easy nor difficult,Better Salary,Male,35,United Kingdom,Bachelors,White or Caucasian
62a3d37c0a77c1a77f66bc0e,anonymous,6/10/2022,9:07,,,,,,0:02:39,Data Analyst,Yes,0-40k,Education,"Other:If SQL is categorised as a programming language then I will definitely say SQL. Since I am still learning, I can't give a definite answer in relation to the abover mentioned but for the sake of choosing I will say R then followed by python",6.0,0.0,8.0,8.0,,7.0,Easy,Better Salary,Male,24,Other (Please Specify):Bulgaria,Bachelors,White or Caucasian
62a39a340f8c8599d5afc6ce,anonymous,6/11/2022,9:25,,,,,,0:00:44,Data Analyst,Yes,0-40k,Other (Please Specify):Ecommerce,Python,10.0,5.0,,7.0,0.0,9.0,Difficult,Better Salary,Male,27,Other (Please Specify):Sri lanka,,Hispanic or Latino
62a47e812e54c9003e54d789,anonymous,6/11/2022,9:45,,,,,,0:02:47,Data Analyst,Yes,66k-85k,Finance,Python,0.0,6.0,10.0,10.0,3.0,10.0,Easy,Good Culture,Female,19,Canada,Bachelors,White or Caucasian
62a33de124a26260273826b2,anonymous,6/10/2022,9:25,,,,,,0:02:28,Data Analyst,Yes,66k-85k,Finance,Python,4.0,10.0,4.0,10.0,0.0,,Neither easy nor difficult,Better Salary,Female,18,India,Bachelors,White or Caucasian
62a36d12f8d5efcc22f82cd8,anonymous,6/11/2022,9:07,,,,,,0:02:31,Data Analyst,Yes,106k-125k,Finance,Python,4.0,4.0,10.0,,0.0,10.0,Easy,Good Culture,Female,42,United Kingdom,,White or Caucasian
62a39a340f8c8599d5afc6ce,anonymous,6/10/2022,9:45,,,,,,0:01:19,Data Analyst,Yes,0-40k,Other (Please Specify):Staffing and Recruting ,R,10.0,8.0,1.0,10.0,0.0,3.0,Neither easy nor difficult,Remote Work,Male,31,United States,Masters,White or Caucasian
62a59d007dc029e2d66eb8f9,anonymous,6/13/2022,9:45,,,,,,0:01:27,Data Analyst,Yes,0-40k,Education,Python,10.0,10.0,5.0,,2.0,1.0,Neither easy nor difficult,Better Salary,Male,33,United States,Bachelors,Other (Please Specify):South Asian
62a3976ecf2555431730af5e,anonymous,6/13/2022,9:45,,,,,,0:03:55,Data Analyst,Yes,66k-85k,Other (Please Specify),Python,3.0,6.0,,10.0,10.0,6.0,Easy,Better Salary,Male,26,United States,Masters,White or Caucasian
62a353f07dc029e2d66c1783,anonymous,6/10/2022,9:45,,,,,,0:02:31,Data Analyst,Yes,0-40k,Construction,Other:DAX,8.0,0.0,,0.0,,10.0,Difficult,Remote Work,Male,25,United States,Masters,White or Caucasian
62a39a340f8c8599d5afc6ce,anonymous,6/10/2022,9:35,,,,,,0:00:55,Data Analyst,Yes,0-40k,Healthcare,Other,10.0,10.0,9.0,10.0,8.0,8.0,Difficult,Better Salary,Male,28,United States,Bachelors,White or Caucasian
62a47e812e54c9003e54d789,anonymous,6/11/2022,9:35,,,,,,0:01:29,Data Analyst,No,0-40k,Finance,Python,0.0,6.0,3.0,7.0,9.0,4.0,Difficult,Other (Please Specify):My passion is to become a Data analyst ,Female,20,United States,Associates,Black or African American
62a48612d8c00e9f541b86b8,anonymous,6/11/2022,9:45,,,,,,0:01:29,Data Analyst,Yes,0-40k,Other (Please Specify):Retail,Python,2.0,1.0,,5.0,2.0,10.0,Neither easy nor difficult,Good Work/Life Balance,Male,35,Other (Please Specify):Kenya,Masters,Asian or Asian American
62a34f3bf408bae018ed5e42,anonymous,6/13/2022,9:26,,,,,,0:02:31,Other (Please Specify):Power Bi Developer,Yes,0-40k,Tech,Python,4.0,3.0,9.0,,6.0,0.0,Neither easy nor difficult,Remote Work,Male,18,Other (Please Specify):turkey,Masters,White or Caucasian
62a49fe7b4da29969c64bbe1,anonymous,6/10/2022,9:35,,,,,,0:01:11,Data Analyst,Yes,0-40k,Finance,Python,4.0,6.0,10.0,,2.0,8.0,Difficult,Better Salary,Male,43,United States,Bachelors,White or Caucasian
62a34e00f8f7561645854954,anonymous,6/12/2022,9:45,,,,,,0:00:56,Data Engineer,No,0-40k,Finance,Python,6.0,9.0,0.0,9.0,8.0,10.0,Difficult,Remote Work,Male,18,India,Bachelors,White or Caucasian
62a33c8624a26260273822f9,anonymous,6/16/2022,11:53,,,,,,0:01:29,Data Engineer,Yes,0-40k,Finance,Python,10.0,10.0,0.0,8.0,1.0,5.0,Neither easy nor difficult,Other (Please Specify):Career Advancedment,Male,55,United States,Masters,Other (Please Specify):South Indian 
62aa356ff8d5efcc22020832,anonymous,6/10/2022,11:54,,,,,,0:01:30,Data Analyst,Yes,66k-85k,Tech,Other,3.0,10.0,0.0,9.0,10.0,0.0,Neither easy nor difficult,Remote Work,Male,35,Other (Please Specify):Ireland ,Bachelors,White or Caucasian
62a48612d8c00e9f541b86b8,anonymous,6/10/2022,9:45,,,,,,0:01:29,Data Analyst,No,86k-105k,Tech,Python,2.0,0.0,,8.0,10.0,9.0,Difficult,Good Culture,Male,21,Canada,Masters,Asian or Asian American
62a38a97cf25554317309af2,anonymous,6/10/2022,8:57,,,,,,0:02:31,Data Analyst,Yes,0-40k,Finance,Python,8.0,0.0,0.0,5.0,0.0,2.0,Neither easy nor difficult,Better Salary,Male,18,United States,Masters,White or Caucasian
62a3906224a262602738c58a,anonymous,6/10/2022,11:54,,,,,,0:03:55,Data Analyst,No,66k-85k,Other (Please Specify):Defense,Python,5.0,10.0,1.0,,9.0,0.0,Difficult,Better Salary,Male,35,United States,High School,White or Caucasian
62a33de124a26260273826b2,anonymous,6/11/2022,9:44,,,,,,0:01:29,Data Analyst,Yes,0-40k,Finance,Python,10.0,10.0,,10.0,5.0,9.0,Difficult,Good Work/Life Balance,Male,39,Other (Please Specify):Portugal,Masters,White or Caucasian
62a34e00f8f7561645854954,anonymous,6/11/2022,9:35,,,,,,0:02:16,Data Analyst,Yes,0-40k,Other (Please Specify):Not working yet,Python,1.0,2.0,10.0,2.0,5.0,0.0,Difficult,Better Salary,Male,21,United Kingdom,Masters,White or Caucasian
62a39a340f8c8599d5afc6ce,anonymous,6/10/2022,9:35,,,,,,0:02:31,Data Analyst,Yes,66k-85k,Finance,Other:SQL,0.0,,10.0,1.0,0.0,10.0,Difficult,Good Work/Life Balance,Male,33,United Kingdom,Masters,White or Caucasian
62a33c8624a26260273822f9,anonymous,6/11/2022,9:44,,,,,,0:01:27,Data Analyst,Yes,125k-150k,Education,Python,,6.0,6.0,0.0,4.0,7.0,Easy,Good Work/Life Balance,Male,46,Other (Please Specify):Portugal,Masters,Black or African American
62a38a97cf25554317309af2,anonymous,6/10/2022,11:53,,,,,,0:01:29,Data Analyst,Yes,125k-150k,Finance,Python,4.0,8.0,4.0,10.0,,,Difficult,Better Salary,Male,18,Other (Please Specify):Antigua ,High School,White or Caucasian
62a33c8624a26260273822f9,anonymous,6/10/2022,11:45,,,,,,0:02:31,Data Analyst,Yes,0-40k,Tech,Python,0.0,10.0,5.0,8.0,10.0,9.0,Neither easy nor difficult,Other (Please Specify):The work,Male,34,Other (Please Specify):Nigeria,,Hispanic or Latino
62a49fe7b4da29969c64bbe1,anonymous,6/14/2022,9:48,,,,,,0:02:31,Data Analyst,No,0-40k,Healthcare,Python,1.0,10.0,6.0,7.0,10.0,8.0,Difficult,Better Salary,Male,34,Other (Please Specify):Kosovo,Masters,White or Caucasian
62a33de124a26260273826b2,anonymous,6/10/2022,9:45,,,,,,0:01:27,Data Analyst,No,0-40k,Finance,Python,0.0,5.0,8.0,,3.0,10.0,Neither easy nor difficult,Better Salary,Male,33,India,PhD,White or Caucasian
62a33de124a26260273826b2,anonymous,6/14/2022,9:45,,,,,,0:01:30,Data Analyst,Yes,41k-65k,Healthcare,Python,7.0,2.0,0.0,0.0,10.0,6.0,Difficult,Better Salary,Male,18,India,PhD,Asian or Asian American
62a352a32e54c9003e534981,anonymous,6/15/2022,11:54,,,,,,0:01:11,Data Analyst,No,0-40k,Other (Please Specify):Distribution,Python,,10.0,1.0,4.0,8.0,4.0,Very Easy,Better Salary,Male,43,United Kingdom,Masters,White or Caucasian
62a48612d8c00e9f541b86b8,anonymous,6/10/2022,9:45,,,,,,0:01:27,Data Analyst,No,0-40k,Education,Python,4.0,10.0,7.0,9.0,3.0,5.0,Neither easy nor difficult,Better Salary,Male,36,Canada,Masters,White or Caucasian
62a33c8624a26260273822f9,anonymous,6/10/2022,9:44,,,,,,0:02:31,Data Architect,Yes,0-40k,Tech,Python,4.0,10.0,4.0,10.0,8.0,10.0,Easy,Good Work/Life Balance,Female,29,India,Masters,White or Caucasian
62a557d10f8c8599d5b1a81c,anonymous,6/10/2022,9:45,,,,,,0:02:31,Other (Please Specify):Does a social media analyst count?,Yes,125k-150k,Finance,Python,10.0,0.0,0.0,2.0,3.0,6.0,Neither easy nor difficult,Good Work/Life Balance,Male,82,Canada,Masters,White or Caucasian
62a33de124a26260273826b2,anonymous,6/14/2022,9:45,,,,,,0:01:29,Data Analyst,Yes,0-40k,Tech,Other:Just started learning ,8.0,10.0,10.0,9.0,7.0,5.0,Difficult,Other (Please Specify):Projects I’m interested in,Male,42,India,Bachelors,White or Caucasian
62a3906224a262602738c58a,anonymous,6/10/2022,9:07,,,,,,0:02:31,Other (Please Specify):BI Manager,No,0-40k,Education,Python,10.0,1.0,10.0,10.0,5.0,5.0,Neither easy nor difficult,"Other (Please Specify):I just started and I don't like programming so much, so I would search for a more ""impactiful"" role. Meaning: being able to take decisions that steer the business.",Male,57,Other (Please Specify):Australia,Masters,Black or African American
62a40726575fa3a5ae89d990,anonymous,6/10/2022,12:04,,,,,,0:01:27,Data Analyst,No,0-40k,Construction,Python,,2.0,10.0,9.0,8.0,7.0,Difficult,Good Culture,Male,58,Other (Please Specify):Nigeria ,Masters,White or Caucasian
62a33c8624a26260273822f9,anonymous,6/11/2022,9:44,,,,,,0:02:31,Data Analyst,No,41k-65k,Finance,Python,0.0,4.0,1.0,,7.0,10.0,Difficult,Better Salary,Female,23,Other (Please Specify):Germany,,White or Caucasian
62a38a97cf25554317309af2,anonymous,6/12/2022,11:53,,,,,,0:02:47,Data Analyst,No,0-40k,Finance,Other,1.0,10.0,,0.0,8.0,7.0,Neither easy nor difficult,Remote Work,Female,20,United States,Masters,Asian or Asian American
62a33de124a26260273826b2,anonymous,6/10/2022,9:45,,,,,,0:01:33,Data Analyst,Yes,66k-85k,Tech,Python,1.0,10.0,1.0,,8.0,8.0,Neither easy nor difficult,Good Work/Life Balance,Male,27,India,Masters,White or Caucasian
62a39a340f8c8599d5afc6ce,anonymous,6/22/2022,9:45,,,,,,0:02:29,Data Analyst,No,0-40k,Finance,Other:NA,2.0,10.0,10.0,,10.0,0.0,Easy,Better Salary,Male,31,United Kingdom,Masters,White or Caucasian
62a49fe7b4da29969c64bbe1,anonymous,6/10/2022,11:54,,,,,,0:01:27,Student/Looking/None,Yes,0-40k,Finance,Python,1.0,9.0,7.0,4.0,,0.0,Difficult,Good Culture,Male,27,United States,Bachelors,Other (Please Specify):Bangladeshi
62a49fe7b4da29969c64bbe1,anonymous,6/10/2022,9:45,,,,,,0:01:27,Data Analyst,Yes,0-40k,Finance,R,0.0,5.0,10.0,0.0,,2.0,Difficult,Other (Please Specify):Remote too,Female,26,India,Bachelors,White or Caucasian
62a33de124a26260273826b2,anonymous,6/10/2022,9:45,,,,,,0:02:31,Data Analyst,No,0-40k,Tech,Python,10.0,0.0,7.0,5.0,,9.0,Easy,Better Salary,Male,34,United States,Masters,Hispanic or Latino
62a33c8624a26260273822f9,anonymous,6/15/2022,9:45,,,,,,0:03:55,Data Scientist,No,0-40k,Finance,Python,2.0,6.0,3.0,2.0,3.0,0.0,Difficult,Good Culture,Male,39,United States,,White or Caucasian
62a38a97cf25554317309af2,anonymous,6/10/2022,9:38,,,,,,0:01:29,Data Analyst,Yes,0-40k,Healthcare,Python,1.0,0.0,10.0,8.0,,10.0,Easy,Better Salary,Male,18,India,Bachelors,White or Caucasian
62a49fe7b4da29969c64bbe1,anonymous,6/11/2022,9:45,,,,,,0:01:27,Data Analyst,No,0-40k,Tech,Python,6.0,6.0,9.0,3.0,0.0,9.0,Difficult,Better Salary,Male,35,United States,Masters,"Other (Please Specify):Black African, Zimbabwean Citizen"
62a403bbf8d5efcc22f8eb18,anonymous,6/10/2022,9:44,,,,,,0:01:27,Data Analyst,Yes,0-40k,Tech,Python,2.0,3.0,5.0,10.0,0.0,8.0,Neither easy nor difficult,Better Salary,Female,18,Other (Please Specify):Nigeria,Bachelors,Hispanic or Latino
62a38a97cf25554317309af2,anonymous,6/10/2022,11:53,,,,,,0:02:31,Data Analyst,No,0-40k,Finance,Python,9.0,10.0,2.0,4.0,1.0,5.0,Neither easy nor difficult,Remote Work,Male,26,United States,,White or Caucasian
62a39a340f8c8599d5afc6ce,anonymous,6/13/2022,9:25,,,,,,0:02:31,Data Analyst,Yes,0-40k,Other (Please Specify):Marketing,R,0.0,10.0,3.0,3.0,4.0,10.0,Neither easy nor difficult,Good Work/Life Balance,Male,39,Canada,Masters,Asian or Asian American
62a49fe7b4da29969c64bbe1,anonymous,6/10/2022,11:54,,,,,,0:02:31,Data Analyst,No,0-40k,Tech,Python,0.0,5.0,10.0,10.0,1.0,8.0,Easy,Better Salary,Male,23,United States,Bachelors,White or Caucasian
62a3906224a262602738c58a,anonymous,6/11/2022,9:35,,,,,,0:01:29,Data Analyst,Yes,0-40k,Tech,R,10.0,0.0,0.0,,3.0,0.0,Neither easy nor difficult,Better Salary,Male,39,United States,Bachelors,White or Caucasian
62a33c8624a26260273822f9,anonymous,6/12/2022,9:45,,,,,,0:02:31,Data Analyst,No,66k-85k,Healthcare,R,8.0,9.0,,,,10.0,Difficult,Better Salary,Male,21,Other (Please Specify):Panama,Bachelors,White or Caucasian
62a33de124a26260273826b2,anonymous,6/10/2022,9:45,,,,,,0:02:47,Data Analyst,Yes,0-40k,Finance,Other:SQL,8.0,7.0,10.0,,,5.0,Very Difficult,"Other (Please Specify):Want to move from Australia to Canada, so position in desired country ",Male,40,United States,,Asian or Asian American
62a49fe7b4da29969c64bbe1,anonymous,6/10/2022,9:45,,,,,,0:02:18,Other (Please Specify):Finance Analyst ,Yes,0-40k,Finance,Python,1.0,5.0,9.0,0.0,10.0,3.0,Neither easy nor difficult,Remote Work,Male,35,Other (Please Specify):Romania,,White or Caucasian
62a47e812e54c9003e54d789,anonymous,6/11/2022,11:53,,,,,,0:01:29,Data Analyst,Yes,0-40k,Education,Other:SQL ,4.0,8.0,9.0,,0.0,0.0,Difficult,Other (Please Specify):Challenging / exciting problems,Female,39,Other (Please Specify):Japan,Masters,Other (Please Specify):Pakistani
62a353f07dc029e2d66c1783,anonymous,6/13/2022,9:44,,,,,,0:02:31,Data Analyst,Yes,66k-85k,Healthcare,Python,8.0,8.0,0.0,6.0,0.0,10.0,Difficult,Remote Work,Male,43,Other (Please Specify):Germany,Bachelors,White or Caucasian
62a47e812e54c9003e54d789,anonymous,6/10/2022,10:40,,,,,,0:01:29,Data Engineer,Yes,150k-225k,Tech,Python,1.0,5.0,10.0,10.0,10.0,0.0,Neither easy nor difficult,"Other (Please Specify):I just started and I don't like programming so much, so I would search for a more ""impactiful"" role. Meaning: being able to take decisions that steer the business.",Female,18,United Kingdom,Masters,Black or African American
62a48612d8c00e9f541b86b8,anonymous,6/10/2022,9:45,,,,,,0:02:31,Data Analyst,Yes,0-40k,Finance,R,10.0,10.0,0.0,2.0,0.0,0.0,Difficult,Good Culture,Female,68,United Kingdom,Masters,Hispanic or Latino
62a403bbf8d5efcc22f8eb18,anonymous,6/10/2022,9:49,,,,,,0:01:29,Data Analyst,No,106k-125k,Healthcare,Python,8.0,,10.0,,5.0,6.0,Easy,Good Work/Life Balance,Male,25,Other (Please Specify):France,Associates,Asian or Asian American
62a33c8624a26260273822f9,anonymous,6/10/2022,9:26,,,,,,0:01:27,Data Analyst,Yes,0-40k,Tech,Python,7.0,5.0,2.0,10.0,3.0,10.0,Difficult,Better Salary,Male,31,Other (Please Specify):Algeria,Masters,White or Caucasian
62a47e812e54c9003e54d789,anonymous,6/11/2022,9:45,,,,,,0:02:31,Data Analyst,No,41k-65k,Telecommunication,Python,1.0,10.0,2.0,,2.0,4.0,Easy,Better Salary,Male,38,Other (Please Specify):Spain,Masters,White or Caucasian
